id,text_features,type
1720114,"Plakatikogu 11.dets.1940 eeskava Põlva Rahvamajas, Eesti Kultuurfilmi reportaaž, huvitav lisapala, muusikalise filmi peaosades S.Stoljarov, L.Glasova,N.Bubanov",plakat
2523518,1/2 örtug    aardeleid metallnõus,münt
3007553,"Foto,ERSO fagotimängija Eugen Saanpere,1967",foto
2820787,"Kalender 1989     Koostanud G. Olevsoo.
Kirjastus 'Eesti Raamat' Tallinn, 1988 Veidi kulunud",kalender
4280584,"Kristjan Tikanovi isikutunnistus, 1912      kortsus, rebendid, tahma kahjustus",dokument
3390853,"Annetaja selgitus dokumentidel figureerivate isikute omavahelise perekondliku sideme kohta:

""Antud dokumendid jõudsid meie kätte läbi Ralf Valdeku teise abikaasa Maimu Valdeku, kes on nüüd juba ise ka mitu aastat juba maamullas. Tombergid olid Ralfi emapoolne liin ja Valdekud isapoolne. Ralf oli ainuke laps. Järeltulijad puuduvad."" 

Ralf Valdek (20.sept 1909-1996), 1927 lõpetas Tallinna Reaalkooli; korp Viroonia vilistlane, tehnikateaduste kandidaat. 1947.a sai põlevkivifenoolide uurimistöö eest Nõukogude Eesti preemia. Töötas 1944.aastast ENSV TA Termofüüsika ja Eektrofüüsika Instituudi pooljuhtide sektori vanema teadusliku töötajana. Boriss ja Georg Valdeku onupoeg.",foto
3872660,Solfeggio võtmetes     A. Kasemetsa autogramm,raamat
2050272,Leningrad- Tallinn maantee     Vaade valmisehitatud Pirita jõe sillale (1948).,foto
3223063,Kaks inglit tulid taevast,käsikiri
3904802,"Rõuk, A. 100 toitu õunast. Retseptid Kodumajanduskoja komisoni poolt. Tallinn, 1938     Trükiks korraldanud A. Prima. A.S. ""Ühiselu"" trükikoda. Plekiline, määrdunud. Kinnitusklambrid roostes.",raamat
2771903,Fotonegatiiv,fotonegatiiv
2777856,"Triinu Mirme, Sauga talu peretütar tüüpilises 20. saj. rõivastuses     20. sajandi algus",fotonegatiiv
1868623,"Põhjavaim, lõpukoor Kalev ja Lindast, Laul Imatrale,    Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid   H. Kurvitsa autogramm",noodid
2405766,Fotonegatiiv,fotonegatiiv
3908482,"Eesti NSV Riiklik Aadeemiline Meeskoor Soomes. Tallinn, 1962     Eesti Riiklik Kirjastus. Trükikoda ""Kommunist"". Tekst eesti, vene, soome ja inglise keeles. Kaaned plekilised.",raamat
3329454,Piibliteemaline illustratsioon,graafika
2770823,Fotonegatiiv,fotonegatiiv
4104965,"Loeng kontserdid. Muusikaline kalender, 28.02.1971 TRÜ aulas.",plakat
3222194,"Kirjastuste ja Polügraafiatööstuse Peavalitsuse Kallaste rajooni trükikoda nr. 35 pitsat käepide    Мин. культуры эсср-гаав. издательств. и полиграф. пром
Tипография No 35 
Калласте Tekst osaliselt rikutud, Veidi kulunud",pitsat
3239368,Foto Teater Estonia sõnalavastusest Köpenicki pealik,foto
2317430,Eseme ktk   Kaevas A. Friedenthal 1912.a. II kalmest. Osa asju hävis tulekahjus 1913.a. Leitud nagu AM 96,arheoloogiline leid
2340941,Kirjutussulgede karp     Kirjutussulgede karp on papist ja kaetud rohelise paberiga. Kaane keskel on kujutatud kirjutussulge ning trükitud venekeelne tekst Veidi koltunud,pakend
4148939,Suveniirklaasid,nõu/anum
4279677,"Teater Estonia tehnilise kogu koosseisude nimekiri 1941-1942      kortsud, tahma kahjustus",dokument
2036692,"Acc II 858, a",foto
2935907,"Foto, Corneville'i kellad, Teater Estonia",foto
3901029,saadud iga aasta lõpus teatrilt A.H.Tammsaare;1983;2 erinevat varianti A.H.Tammsaare;1983;2 erinevat varianti,plakat
2480842,"Aamisepp, Julius - Stalini preemia laureaat, ENSV Teaduste Akadeemia korrespondeeriv liige, Riikliku Jõgeva sordiaretusjaama selektsiooni osakonna juhataja. Stalini II järgu preemia määrati uute vähikindlate kartulisortide aretamise eest.",foto
3419707,Autorikaitse Ühing. Haridusselts Ilmatari avaliku raamatukogu 25 aasta juubelipidustuste kava,dokument
3507383,"graafika, Pilttapeet: Lahingustseen",graafika
2465127,"Turaida ja Aa jõe org     Gravüürid (kleebitud lehtedele, kaitsepaberitega) Eesti-. Liivi- ja Kuramaa vaadetega ajavahemikust 1857-1866, 45 gravüüri selgitavate tekstidega nende vahel. Köide: violetne kalingur, seljaks sama värvi nahk, kuldtrükiga pealkiri jm. Siseküljel eksliibris. Trükitud Darmstadtis. Paremast nurgast kulgeb niiskuslaik üle 1/4 lehe",graafika
3695347,Foto Georg Ots nimiosas ooperis Jevgeni Onegin Moskvas,foto
3927717,"Plakat, mängukava: oktoober. Uus teater; Eesti Draamateater, 1948     21-26.10.1948",plakat
3637638,"Foto, Eugen ja Elisabeth Kapp koolikaaslastega pärast gümnaasiumi lõppu, 1928",foto
2091509,Foto (diapositiiv). Heliplaatide ümbrised. Anti Marguste. Värviline diapositiiv.    Heliplaatide ümbrised.,diapositiiv
4084577,"Eesti Televisiooni ja Raadio sümfooniaorkester. Franz Schubert, 29.04.1972 Eesti kontsert.     Franz Schubert pildiga. Vene keeles.",plakat
3610001,"Kiri, Eller, Heino, Ajaleht Sirp ja Vasar",kiri
4296298,"pildil: Alatskivi laulupäev, koore juhatab üldjuht Richard Ritsing    TB010322",fotonegatiiv
3342562,"Kostüümikavand lavastusele Naistelaulud ""Jahisaalis"" Vanalinnastuudios


   Teatrikunstnik Maimu Vannase dekoratsiooni- ja kostüümikavandid. Seni esindamata materjal tema isikukogus.",kavand/joonis/eskiis
3371424,"Foto, Karl Leichter koos abikaasaga kodus",foto
2538320,"Filmi ""Indrek"" võtted   Täiendus aktile nr 2013:7395 (15.08.2013). Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kahe filmi kajastused: ""Indrek"", ""Ohtlikud mängud"".",fotonegatiiv
3538194,"VAT teatri digifotod aastatest 2011-2017 Alusteose autor Andrus Kivirähk, lavastaja Aare Toikka, kunstnik Kristel Maamägi. Fotograaf Siim Vahur. Esietendus 29.09.2016 Rahvusraamatukogu teatrisaalis.
Osades: Julia - Piret Rauk, Piret - Merle Palmiste, Harri - Tanel Saar.",digitaalne kujutis
4035020,"Rudolf Alari, jumalateenistuste, kontsertide kavad, Laulud Tallinna Jaani kiriku 50. juubeliks",kava
2292143,"Kiri Peeter Südale: A. Luck     Narvas 18 IV, 1905.
Austatud herra Süda!
Wist ehk saite Teie juba hr. Penna käest teada, et kontserdi luba ju tuli ja tuleval pühal 24 IV tahame seda ära teha, seepärast palun Teid, Teie lubaduse peale toetades, nii lahke olla ja nende päewade sees Narva sõita; üleüldist proovi ei saa meie küll wist enne teha kui alles reede õhtu. Palun siis teha nii kudas Teil wõimalik on, aga waksalist palun kohe minu juure sõita. Jään ootma, tervitades Teie ALuck.","kiri, postkaart"
4085896,"portree: Villi Hunt-Nurk, Leningradi Eesti teatri näitleja    TB130321",fotonegatiiv
3435913,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed/albumid.,foto
3861890,"Laferme paberosside reklaamipildid: Paul Pinna, rollifoto lavastusest Sügisesed manöövrid",foto
3227549,"Alice Serman, portree, ca 1930",fotonegatiiv
3254374,"Kutse Sirje ja Leo Normetilt


   Endel Lippuse ja Virve Lippuse arhiiv M 169, mõned materjalid Urve Lippusest M 131 20:25",kutse
2433494,Revolutsioonilisi loosungeid ja lippe.,foto
3031435,"foto, repro, Georg Ots, Egiptus, Aleksandria, 1964",fotonegatiiv
3621618,kviitung 666,kava
2981944,"Foto G. Otsa nimelise Tallinna Muusikakooli vene keele õpetaja Liili Eelmäe klassi ees



   Mo 253 kogu täiendamine fotodega, mis seni G. Otsa kooli arhiivkogus esindamata. Suurem vastuvõtt on seotud G. Otsa kooli 95. juubelipidustustega. säilik 13",foto
3250119,Foto Teater Estonia sõnalavastusest Preili      liimi jäljed tagaküljel,foto
4049738,"Ajakiri Uus Talu, nr 4, 1930",ajakiri
2036687,Acc II 1017.2,foto
3408090,"Kaustik, Karl Leichter, Mari Leichteri lauldud viisid",kaustik/vihik
3949080,"Postiväljastusteade      kortsunud, koltunud",postkaart
3357383,"Diplom Horre Zeigerile Nõukogude Sõjaveteranide Komiteelt   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/2:3",aukiri/auaadress
2318628,Esemete ktk-d   Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),arheoloogiline leid
1864945,"Tänavavaade Vändras     Üleandja on Tallinna Linnavalitsuse Linnavaraameti töötaja, kelle kutsel muuseum osales Johannes Tilga pärandvara läbivaatamisel. 
Temast maha jäänud materjale läks ka Eesti Meremuuseumisse, Eesti Sõjamuuseumisse ning Tartu Lennukolledzhisse ning Toomas Mürki´i kätte.

Johannes Tilk sündis 12. aprillil 1943. aastal Saaremaal Leisi vallas. Peale Leisi keskkooli lõpetamist astus Johannes Tilk Kirsanovi (Tambovi obl.) Lennutehnilisse Kooli, mille lõpetamise järel, 1965. aastal asus tööle Tallinna Aerofloti Eesti tsiviillennundus valitsusse lennukimehhaanikuna.
1968. aastal lõpetas ta Kirovogradi Kõrgema Lennuettevalmistuse Kursused lennuki pardamehaanikuna ning täiendas ennast aasta hiljem Uljanovskis. Eestis esimesena sai temast Tu-134A pardamehaanik. 1985. aastal lahkus Johannes Aeroflotist väljateenitud aastate eest pensionile, olles lennanud lennukitel Il-14, Tu-124 ja Tu-134 üle 10 000 lennutundi.
Seejärel töötas Johannes Tilk mõned aastad mehaanik-seadistajana Kirovi-nimelises näidiskalurikolhoosis ja aastatel 1989-1993 Eesti Põllumajandusprojektis.
1991 naasis Johannes Tilk tagasi lennundusse. Temast sai Ülenurme lennundusklassis tehniline juhendaja ja õppejõud. Ta on lugenud loenguid Tartu Lennukolledžis. Veebruarist 2000 kuni augustini 2010 töötas Johannes Tilk Lennuametis lennundustehnika osakonna vaneminspektorina. Viimasel ajal töötas Johannes Tilk Lennusadama vesilennukite angaari ellu tagasikutsumise juures.
Kogu oma eluaja jooksul kogus Johannes Tilk hindamatut ajaloolist materjali lennunduse arengu kohta Eestis ning mille kohta ta jagas heal meelel infot kõigile, kes selle vastu huvi tundsid. Koos Toivo Kitveli ja Vello Läänega andis ta välja raamatud: „Aeg, mehed, lennukid“, „Eesti lennukroonika“, „Kes on kes Eesti lennunduses“. Tema teeneid lennunduse ajaloo uurijana ja talletajana on Eesti riik tunnustanud Valgetähe IV klassi teenetemärgiga. Tema suureks hobiks oli vanade lennukite mudelite valmistamine.   postitemplil kuupäev: 3. X 34","foto, postkaart"
2075253,"Detail toa sisevaatest, klassitsistlikus stiilis mööbliga",fotonegatiiv
3432317,"Tallinna Toidukaubastu piduõhtu Tombis Pikk tn.26 1982.a. Pildil Elvi Kree, Merike Plaan, Hille Suup.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed - fotoalbumid.",foto
2077293,Reaalgümnaasiumi hoone     Pildistus fotost,fotonegatiiv
3073667,SA Nuku 2013. aasta lavastuste digifotod.,digitaalne kujutis
3161673,"Kava,Eduard Visnapuu, Alfred Papmehl-viiul",kava
2039585,Tallinn. Vaade Vana-Viru tn Pritsimaja tornist Uue turu poole.     Postkaart,foto
4261742,"portree: Irina Golditš, 1963    TB030122",fotonegatiiv
3359149,"Horre Zeiger Bigbandi 50. aastapäeva kontsert Sütiste majas   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/29:4",foto
2267439,"Rolf Uusvälja personaalne noodikogu ostetud Kultuuriministeeriumi vahendusel Els Himmalt 2012 aastal.
Üleandmise ja vastuvõtmise akt 20.12.2012",noodid
3832610,"Tasuleegid, Teater Estonia endises kinoteatris Gloria, 1945, osades: Vambo – Georg Taleš",fotonegatiiv
2511819,"denaar    mündiaare Dbg. -; vgl. Wendling 1979, II/E/e/5; CNG 9.42",münt
3367328,Urmas Sisaski poolt üle antud arhiivmaterjalid M438:1 M438:1/8:2,kava
3185763,"""Masinalaul rosinatega"" lastekoorile a cappella     Lastekoorilaulud","käsikiri, laul/ vokaalmuusika"
2850262,"Foto, Uus minister, Teater Estonia",foto
3908398,"Väiketrükis, Lepnurm, Hugo- Prantsusmaa Orelifestival",väiketrükis
3099003,"Käsikiri,Herman Känd- Luuletus Lümandale-keelpilli
kvintetile",käsikiri
2511110,denaar    mündiaare Häv. 727 ff.,münt
3766460,"Mare Leet, kiri, Mare Leedile tütar Mare Raukaselt, emadepäevakaart, 1959",kiri
3935668,"A: 1. Õhtist, õhtust, õed ja ellad;2. Läksin üle Tupenurme 3. Küla õde, õbe neidu; Mari Sutt
B: 1. Mardilaul. 2. Marditantsulaul. 3. Uidu-ruidu roti pulmad; H. Jantson",helisalvestis
228721,"Märk 40.a. võidust II Maailmasõjas , omanik Eugen Kapp     Kapp, Eugen esemed: metallist, ümmargune; Suure Isamaasõja mälestuse tähistamise märk, märgil on kujutatud maakaarti, selle taustal mõõk ja loorberioks; serval kiri 1944 - 1984; kinnitusnõel taga; saadud Maria Rudenkolt 1997",silt/märk
3559995,"Kostüümikavand tegelasele Ilus Hilda. P. Tammearu, Tornikukk ja võlusõrmus, Ugala 1991    Agur, Ingrid kavandid Autor:P. Tammearu ;Ugala 1991. Lavastaja P. Tammearu",kavand/joonis/eskiis
2245456,"Rinnaleht   Annetanud Üksküll 1897. aastal Arheoloogia kokku saadud väärismetallihoidla likvideerimisel Õhukesest hõbeplekist, veidi kumer. Välisäär ülespoole keeratud ja kaunistatud sik-sak joonega. Esiküljel graveeritud joonekestest svastikalaadne kujutis. ülaosas aas.",ehe
4097961,"Kontserdid. Kontsert, 07.02.1954 Eesti kontsert.     Vene keeles.",plakat
3987818,"plakat, lavastus Viis südant; autor A. Uspenski. Kohtla-Järve Vene Draamateater, 1958      Vene keelne. Värvilt valge. Trükitud 1958",plakat
2105477,"Haldjate laul   Mart Saare isikukogu M9 soololaulu ""Surmakene, sugulane"" viisiga  koltunud, määrdunud",käsikiri
2033938,Lutheri vineeri- ja mööblivabrik.     Ostetud Johannes Georg Parikaselt (kokku 76 fotot).,foto
3949466,Foto Teater Estonia ooperilavastusest Tormide rand 1949,foto
2315959,Talb   Leitud 1911.a. kaldalt veest välja uhutuna,arheoloogiline leid
3274816,Kutse Aino Tammele Westholmi gümnaasiumilt,kutse
3228112,Postkaart tundmatutelt isikutelt Aino Tammele,postkaart
1608070,"Ametiühingupilet: Ao Peep Ao Peebu ja Kersti Neeme materjalid, üle antud tütre Mari-Leen Peebu poolt.",dokument
2521315,killing    aardeleid metallnõus,münt
3738220,Pitsati jäljend (Suure Gildi orbudega leskede abistamise asutus),graafika
200613,"""Kiigelaul"" segakoorile a cappella         Kiigelaul        lastekoorile sü-327","käsikiri, laul/ vokaalmuusika"
3940573,"Käsikiri, Elelr, Heino- Allegro scherzando D-Duur",käsikiri
2653089,"Tallinn, Kadriorg, Mäekalda ja Koidula tänava nurk.",fotonegatiiv
3916133,"Plakat, Ülenurme Rahvaraamatukogu Selts. Külaskäigu pidu. Ropka Haridusseltsi meeskoor. Tühjad hällid; B. Kangermanni komöödia. 17.07.1938 Põlva Hariduseltsi ruumes   plakatikogu:haridusseltsid  Külaskäigu pidu, Ropka Haridusseltsi Meeskoor, B. Kangermanni komöödia kolmes vaatuses. murdejooned",plakat
3333935,"Ariel Klasi poolt Eesti teatri- ja muusikamuuseumile üle antud Eri Klasi partituuride kogu M112
Muusikaosakonda lisamaterjal arhiivi ja esemed, kunstiteosed ja plakatid kunstikogusse M112:1/120",aukiri/auaadress
3063365,Muhu kalur. Täisfiguur      Mehe  käes oleva oda(pootshaagi)ülemine ots murdunud,skulptuur
3230908,Tervitused ja õnnetlused daatumita Aino Tammele.,postkaart
3979029,"Telegramm õnnitlustega N.Goldschmidt`ile mammalt ja Silvilt      koltunud, määrdunud",telegramm
2914471,Fotovõistluse fotoseeria Reportaaž proovisaalist,foto
2324651,"Eseme, naastu ktk   Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand)",arheoloogiline leid
2141362,Tervitus sünnimaale   Mart Saare isikukogu M9,"käsikiri, laul/ vokaalmuusika"
2076219,Keila-Joa mõis. Kaarsild (kiigesild).,fotonegatiiv
2033985,"Tuleriit Klooga koonduslaagris.     Tagaküljel pliiatsikirje: ""Klooga Mõrvatud tuleriidal.""",foto
2326743,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
2491423,Lääne-Saare prefekt Johann Kokla fotoalbumi F32998 fotod. Foto on kleebitud albumilehele.,foto
3480916,"Kava, Franz Erika, Kontsert Leningradi Konservatooriumis",kava
3707055,Foto Georg Ots Don Quijote osas muusikali lavastuses Mees La Manchast Estonia teatris,foto
2334638,Savinõukillud   Korjatud asulakohalt 1997.a.,arheoloogiline leid
2767406,Johannes Lauristin malet mängimas,fotonegatiiv
2188172,"Taskukalender 1979     Trükikoda ""Oktoober"" Tallinnas.",kalender
2329660,"Savinõukillud   Leitud koos luustikuga pronksoovishurfi tegemisel kabeli lõunaserva äärest, pikihoone kagunurgast, kabeli lõunaseina vundamendi kivide kõrvalt 1996.a.",arheoloogiline leid
3366456,"Pärnu Kaubandusvalitsuse A/Ü klubi tööst, ""Kohtumised huvitavate inimestega"". Kogemuste vahetamine Tallinna Toidukaubastu tööeesrindlastega.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.",foto
4030553,Rakvere Teatri 2018-2019 lavastuste digifotod   Nille - Anneli Rahkema,digitaalne kujutis
3143895,Levy' pitser vapiga lakk  Õpetatud Eesti Seltsi kogust   Mõranenud,pitser/templijäljend
2325225,Eseme ktk   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
3225849,"Olustikuline portreefoto, 
Andres Särev ja sõbrad",foto
4101182,"Foto, Kuno Areng- 1990 üldlaulupidu",foto
235493,Õhtulehe teatrikuu karikatuurivõistluse töö: Algas teatrikuu. Õllesaal     Õllesaali ukse juures naine tirimas meest uksest välja. Uksel vaatamas 2 mehe nägu.,karikatuur
2346855,"Portree: Eesti NSV teeneline ratsionaliseerija Harald Kochberg  Portree: Eesti NSV teeneline ratsionaliseerija Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.    Harald Kochberg
Johannese p.
Tallinna Soojuse- ja Elektrijaama vaneminsener
1967",foto
2324477,Savinõukillud   Saadud Mati Mandeli juhatatud kaevamistel 1983-1985.a. (I kaevand),arheoloogiline leid
3205908,Kiri Leida ja Ilmar Raamotilt,kiri
3699778,Sturmgeselle Sokrates     Otto Aloe autogramm,raamat
2316065,"Suurauad suurte rõngastega, kolmeliikmelised; rõngaste ristlõige on ristkülikukujuline (4 x 7mm) ja Ø 4,5-4,8cm; 2 suuraualiiget on ühendatud S-kujulise vahelüliga; nii vahelüli kui ka suurauad on läbilõikelt ruudukujulised,  Leitud 1913.a. väikesest kalmest ""Sarapik"", koos luukerega",arheoloogiline leid
4290962,"Cyrano de Bergerac, Vanalinna Stuudio, 1986osades: Christian - Tõnu Kilgas, Cyrano - Roman Baskin    TB200222",fotonegatiiv
3981819,"Kava, Kaljuste, Heino - Lastekoor Ellerhein 20 aastapäevakontsert",kava
3673556,"Georg Otsa foto, portree",foto
4282903,"Teater Estonia 25.a. juubeliks Läti Rahvusteatri poolt kingitud auaadress 1931      tahma kahjustus, vee kahjustus",aukiri/auaadress
2526730,denaar    leitud o/ü Agu ruumide koristamisel,münt
2073001,Park,fotonegatiiv
3302759,Arria und Messalina     ENSV Riiklik Avalik Raamatukogu,raamat
3867239,"Arhiivmaterjalid saadud Erik Linnoltilt, SEJS'ilt, Lensi Römmerilt ja igamine T739:1/3:23
  augud, augud",kiri
2311586,Ajalehelõiked: Vello Orumets: aastatest 1960-1969   Vello Orumetsa kogu üle antud Leo Kikase poolt 13.09.2012.,ajaleht
3833614,"Foto lavastusest Neli selli. Ugala 1942 
     Fotol: Asta Talpsepp, Valli Villem, Laine Vaga, Hilda Möldroo.
Lavastus Salme Tamm, kunstnik Aleksander Möldroo.",foto
2080618,"Lauluväljak, dirigendid tervitavad koore     ENSV 25. Aastapäeva pidustused",fotonegatiiv
2512325,denaar    mündiaare Kreuz mit je einem Ringel in den Winkeln,münt
2405800,Fotonegatiiv,fotonegatiiv
4086218,"Rigoletto, Teater Vanemuine, 1939, osades: Gilda - Helmi Aren, Mantua hertsog - Rudolf Jõks    TB130321",fotonegatiiv
3978396,Telegramm õnnitlustega N.Goldschmidt´ile grupilt seltsimeestelt      kortsunud,telegramm
3364344,"Kava, Karl Leichter,Rootsi oratooriumikoor ja orkester",kava
2036538,"Album F 13126-13195. Prima des Gouv.Gymn.z.Reval 1888"" . 69 portreefotot. 30x24x6, 19 sisulehte. Kalingurkate kaantel, metallist ehisplaat, sulgur. Papist kullatud servadega siselehed, pildiavadega.",foto
