,id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
3984,2695172,,,,,,singing parties,,17.07.1965,18.07.1965,ei,"Tallinn, Estonia",,,,,,,,,,ETMM,_,6785.0,,,Mo,1.0,16:19,1.0,,1.0,,,good,,,postcard
3985,2324684,AM _ 30299 A 554:871,Item serial numbers,554.0,bronze,,,,,,,,,,,,,,,,,AM,_,30299.0,,,A,871.0,,1.0,Obtained during excavations led by Mati Mandel in 1982-1991. 876-897 plowed from edge areas and soil piles on 25.04.98 and 21.06.98 with a metal detector,,,,good,,"The findings of the 1991 archaeological excavation of the History Museum in Ehmja, Martna parish, Lääne County",archaeological find
3986,2303991,,,,,,,,,,,,,,,,,,,,,ETMM,_,9137.0,,,T,1.0,89:01:00,1.0,,1.0,,,good,,,manuscript
3987,4202304,ETMM _ 11781 M 164:2/55:7,"""Variations on basso ostinato"" (""Passacaglia"") for organ",164.0,paper,,composing,,1967,,ei,,contact person,"Lepnurm, Hugo",,,,handwriting,,,,ETMM,_,11781.0,,,M,2.0,55:07:00,1.0,,1.0,,,good,,,"manuscript, musical composition"
3988,2786035,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,good,,,photo negative
3989,2718427,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,4.0,,1.0,,1.0,,,good,,,photo
3990,2799498,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
3991,3116347,AM _ 13738:747/44 P 1077,Seal of the University of Tartu,1077.0,organic matter,Polish,preparation,,1801,1900,ei,,,,,,,,height,cm,"3,2",AM,_,13738.0,747.0,44,P,,,1.0,Taught from the collection of the Estonian Society,1.0,,"cracked
cracked",satisfactory,,EMPIRE. ДЕРПТСК. УНИВЕРСИТЕТЪ,there/imprint
3992,2935288,,,,,,theater,,1995,,ei,,liaison organization,"RT ""Vanemuine""",,,,,document volume,leht,1,ETMM,_,12709.0,1151.0,,T,3.0,29:15:00,1.0,Mikk Mikiver's photo collection handed over by Carmen Mikiver ca 2010,1.0,,,good,,,postcard
3993,2050324,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,205.0,,1.0,,,,,good,,,photo
3994,3946932,ETMM _ 5660 M 11:2/196:3,"Manuscript, Greek, Cyrillus Kannel for mixed choir",11.0,paper,,composing,,,,,,the author,"Kreek, Cyrillus",,,,,,,,ETMM,_,5660.0,,,M,2.0,196:03:00,1.0,,1.0,,,satisfactory,,,manuscript
3995,3680379,ETMM _ 11955 T 416:2/85:9,Vanemuise soloist concert costume designs. 1980s,416.0,paper,,theater performances,,,,,,the author,"Pihlak, Liina",,,,pen,,,,ETMM,_,11955.0,,,T,2.0,85:09:00,1.0,"obtained from ""Vanemuise""",1.0,"""Old fashioned"" 1980s",,good,,Old fashioned 1980s,design/drawing/sketch
3996,2981815,ETMM _ 10045 T 429:5897/Ar,Screenwriters of Soviet art cinema 1917-1967. Reference book.,429.0,paper,,film history,,1972,,ei,,,,,,,printing,volume of the book,lk,440,ETMM,_,10045.0,,,T,5897.0,Ar,1.0,,1.0,,,good,,,book
3997,4299270,ETMM _ Fk 49948/r,"Igamees, Endla, 1935, in parts: Lover - Mare Voog",49948.0,photographic material,,theater,,1935,,ei,,liaison organization,Teater Endla,,,,,film frame,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB200222,,good,,,photo negative
3998,3590952,ETMM _ 7215 M 8:1/283:8,"Letter, Franz Erika, from H. Tobias",8.0,paper,,personal and family life,,19.07.1958,,ei,,,,,,,,,,,ETMM,_,7215.0,,,M,1.0,283:08:00,1.0,,1.0,,,satisfactory,,,a letter
3999,4316607,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,9860.0,,,T,1.0,21:02,1.0,,1.0,,,good,,,plan
4000,1849416,AM _ 30180 E 3466,beer milker,3466.0,wood,,<household container>,,,,,,,,,,,,height,cm,32,AM,_,30180.0,,,E,,,1.0,Received Kirov name. Model fishing kolkhoz from the museum. Received there from Artjomi Saat from Muhu. Made in the 20th century.,1.0,,WHIPS OFF,good,,"A wooden tableware without a lid, with a rounded base and slightly expanding upwards. On the extension of the two sideboards, small holes for attaching the handle. The sides are held together by 3 screws. Equipped with a long pouring tube and handle.",dish/vessel
4001,2817658,ETMM _ 6212 M 11:1/37:12,Writers' Tour,11.0,paper,,documentation,,,,,Estonia,contact person,"Kreek, Cyrillus",,,,,,,,ETMM,_,6212.0,,,M,1.0,37:12:00,1.0,,1.0,,,good,,,plan
4002,2048857,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,68.0,,1.0,,,,,good,,,photo
4003,2036517,,,,,,societies,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,,,,good,,,photo
4004,2516665,,,,,,,,,,,,,,,,,,,,,AM,_,4425.0,11.0,,F,,,1.0,,1.0,,,good,,,photo
4005,4047934,ETMM _ 8545 M 229:1/34:2,Photocopy of the portrait of Ferenc Liszt,229.0,paper,pasted on cardboard,,,,,,,,,,,,,,,,ETMM,_,8545.0,,,M,1.0,34:02:00,1.0,,1.0,,,good,,,photo
4006,2036911,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,,,,good,,"Album F 13126-13195. Prima des Gouv.Gymn.z.Reval 1888"". 69 portrait photos. 30x24x6, 19 pages of contents. Corner cover, metal decorative plate, clasp. Cardboard inner pages with gilt edges, with picture holes.",photo
4007,2573704,,,,,,,,,,,,,,,,,,,,,AM,_,8861.0,,,F,,,1.0,,1.0,,,good,,,photo
4008,2440908,ETMM _ 8293 T 429:1118/Ar,"Book: Pierre Daix, The Killer, ERK, Tallinn 1963",429.0,paper,,fiction,,,,,,the author,"Daix, Pierre",,,,,volume of the book,lk,296,ETMM,_,8293.0,,,T,1118.0,Ar,1.0,,1.0,,,good,,,book
4009,3608411,ETMM _ 7350 Mo 277:1/152:3,"Raivo Tammiku Trio at the jazz festival ""Tallinn 1967""",277.0,photographic material,,,,,,,,,,,,,black and white photography,,,,ETMM,_,7350.0,,,Mo,1.0,152:03:00,1.0,,1.0,,,good,,,photo
4010,4122506,ETMM _ 7720 M 104:2/67:4,"""I have my bird on loan"" with piano accompaniment for mezzo-soprano or baritone",104.0,paper,,composing,,1955,,ei,,translator,"Hiob, Ellen",,,,handwriting,,,,ETMM,_,7720.0,,,M,2.0,67:04:00,1.0,,1.0,,,satisfactory,,,"script, song/vocal music"
4011,1928863,AM _ 13738:263/072 P 263,Seal of Lubāna (Lubahn) Church (Latvia).,263.0,organic matter,Polish,preparation,,1801,1900,ei,,,,,,,,diameter,cm,3,AM,_,13738.0,263.0,72,P,,,1.0,Taught from the collection of the Estonian Society,,,cracked,satisfactory,,Sigillum Ecelesiae Luhanensis,there/imprint
4012,3490141,ETMM _ 6244 T 80:2/12:1,"Clade of sketches, calculations and descriptions of decorative designs.",80.0,cardboard,"black, lids",theater performances,,,,,,the author,"Poland, Eduard",,,,mascara,document volume,leht,25,ETMM,_,6244.0,,,T,2.0,12:01,1.0,,1.0,,,good,,Square folder with landscape and building sketches.,design/drawing/sketch
4013,2785964,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,5.0,,1.0,,1.0,,,good,,,photo negative
4014,2745466,AM N 2406,"Unknown woman, 267. Med.-San. from the battalion, Kloogal in July 1945.",2406.0,movie,,portraiture,,,,,Estonian Klooga,,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,good,,,photo negative
4015,3866263,ETMM _ 5805 M 160:1/73:10,"Photo, Artur Lemba and ..., 1960",160.0,paper,,preparation,,1960,,ei,,imagined,"Lemba, Artur",,,,,,,,ETMM,_,5805.0,,,M,1.0,73:10:00,1.0,,1.0,,,good,,,photo
4016,3905929,,,,,,,,,,,,,,,,,,,,,ETMM,_,11737.0,98.0,2,Af,155.0,T,1.0,received from the theater at the end of each year,1.0,1998 15.05;author:C.laurence,,good,,1998 15.05;author:C.laurence,poster
4017,2486171,,,,,,,,,,,,,,,,,,,,,ETMM,_,8291.0,,,T,1.0,58:116,1.0,,1.0,,,good,,,plan
4018,3979900,ETMM _ 8279 Af 627:51/T,"poster, schedule 27.06-1.07.1947. National Youth Theater",627.0,paper,,,,,,,,,,,,,printing,width,cm,61,ETMM,_,8279.0,,,Af,51.0,T,1.0,,1.0,,,satisfactory,,White in color.,poster
4019,2805310,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,4.0,,1.0,,1.0,,,good,,,photo negative
4020,2800802,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,good,,,photo negative
4021,3394257,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,22.0,,1.0,Albums handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
4022,4091681,ETMM _ 8540 Af 567:34/M,"Chamber concerts. Concert of Brahms music, 14.11.1968 Estonian concert.",567.0,paper,,,,,,,,,,,,,printing,width,mm,59.5,ETMM,_,8540.0,,,Af,34.0,M,1.0,,1.0,,,satisfactory,,In Russian.,poster
4023,4092974,ETMM _ 8540 Af 577:11/M,"Vladimir Alumäe's concerts. Meetings with music and musicians, 05.09.1972 in Pärnu.",577.0,paper,,,,,,,,,,,,,printing,width,mm,59.5,ETMM,_,8540.0,,,Af,11.0,M,1.0,,1.0,,,satisfactory,,With a picture.,poster
4024,4110445,ETMM _ 8632 Af 930:17/M,"Variety concerts. Variety evening, 01.06.1959 in Kadriorg.",930.0,paper,,,,,,,,,,,,,printing,width,mm,84,ETMM,_,8632.0,,,Af,17.0,M,1.0,,1.0,,,satisfactory,,,poster
4025,3712004,ETMM _ 11853 T 23:2/27a:5,Decoration design for the play Werewolf. Pärnu Theater 1961,23.0,paper,,theater performances,,1961,,ei,,author of the text,"Kitzberg, August",,,,watercolor,,,,ETMM,_,11853.0,,,T,2.0,27a:5,1.0,Received from M. Säre in 2004,1.0,"aut. A. Kitzberg Pärnu Theater, 1961; stage picture",,good,,Dim farmhouse,design/drawing/sketch
4026,3973666,ETMM _ 6695 M 53:1/89:23,"Telegram with anniversary congratulations to N.Goldschmidt from the ""Vanemuise"" collective",53.0,paper,,correspondence,,1958,,ei,,addressee,"Goldschmidt, Nikolai",,,,,,,,ETMM,_,6695.0,,,M,1.0,89:23:00,1.0,,1.0,,wrinkled,satisfactory,,,telegram
4027,3843584,,,,,,correspondence,,08.02.1974,,ei,,liaison organization,Noorsooteater,,,,,document volume,lk,2,ETMM,_,10528.0,,,T,1.0,06:24,1.0,,1.0,,,good,,,a letter
4028,2053790,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,30.0,,1.0,,,,,good,,,photo
4029,2322249,AM _ 23957 A 510:23,"Earthenware fragments, 2",510.0,clay,"both sherds of well-fired hand-moulded ware, unadorned;
a) medium coarse sand in composition, slightly cracked surfaces, brownish and gray in color;
b) with a slightly finer composition than the previous one, surfaces with good processing, brown and gray in color; e.-v. triangular in shape",,,,,,,,,,,,,length,cm,"2,9",AM,_,23957.0,,,A,23.0,,1.0,Obtained during excavations led by Mati Mandel in 1979.,,,,good,,,archaeological find
4030,229228,ETMM _ 12087:77 M 27:2/51:11,"""Kullerkupp"" for male choir a cappella",27.0,paper,,music,,,,,,,,,,,handwriting,,,,ETMM,_,12087.0,77.0,,M,2.0,51:11:00,1.0,,1.0,choral song; words: P. Raunik,,good,yellow,choral song; words: P. Raunik,"script, song/vocal music"
4031,3311636,ETMM _ 9982 T 187:1022/Ar,The Affair,187.0,paper,,printing/ publishing,the city of Berlin,1913,,ei,Germany,publisher,Bei Oesterheld & Co,,,,printing,volume of the book,lk,112,ETMM,_,9982.0,,,T,1022.0,Ar,1.0,,1.0,,,satisfactory,,ENSV State Public Library,book
4032,2825827,AM N 44065:20,"Exhibition ""Hungarians on the Warpath""",44065.0,photographic material>emulsion>chromogen emulsion,,taking pictures,"address Suurgilt building, Pikk 17",15.11.2002,,ei,"Tallinn, Estonia",the author,"Kärner, Rein",,,,photography>color photography>chromogen procedure,negative format,24 x 36 mm,1,AM,,,,,N,20.0,,1.0,,1.0,,,good,,,photo negative
4033,2473614,,,,,,,,,,,,,,,,,,,,,ETMM,_,12032.0,,,M,1.0,54:01:00,1.0,,1.0,,,good,,,photo
4034,4265381,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,7315.0,,,T,1.0,03:16,1.0,,1.0,,,good,,,document
4035,2732637,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
4036,3583596,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,7560.0,,,T,1.0,37:28:00,1.0,,1.0,,,good,,,newspaper
4037,3866270,ETMM _ 10347 M 160:1/73:15,"Photo, At the meeting",160.0,paper,,music,,,,,,,,,,,,,,,ETMM,_,10347.0,,,M,1.0,73:15:00,1.0,,1.0,,,good,,,photo
4038,3766013,ETMM _ 11078 T 236:1/9:11,"Eedo Karrisoo, letter, Letter from Elmer Blanton to the President of the United States for permission to travel to Eedo Karrisoo's son, English, United States",236.0,paper,,foreign Estonians,,26.06.1977,,ei,United States of America,contact person,"Karrisoo, Eedo",,,,,document volume,leht,1,ETMM,_,11078.0,,,T,1.0,09:11,1.0,,1.0,,,good,,,a letter
4039,3371254,AM F 33080:14,"Friendship meeting of Tartu Trade Administration and Pärnu Trade Administration on May 20, 1977. in Tartu. Tartu KV contestant Olga Intšene.",33080.0,silver gelatin paper,,trade,,20.05.1977,,ei,"Tartu, Estonia",,,,,,,height,cm,17,AM,,,,,F,14.0,,1.0,Items handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
4040,3763193,ETMM _ 11433 M 112:1/4:20,"Letter, Klas, Eri - from Kaljo Raid",112.0,paper,,personal and family life,,,,,,contact person,"Klas, Eri",,,,,,,,ETMM,_,11433.0,,,M,1.0,04:20,1.0,,1.0,,,satisfactory,,,a letter
4041,2020830,,,,,,,,,,,,,,,,,,,,,ETMM,_,2557.0,,,T,1.0,27:81,1.0,,1.0,,,good,,,plan
4042,3410252,ETMM _ 5429 T 10:3/473:13,"Photo from Teater Estonia's opera production Fra Diavolo, 1939",10.0,photo paper,,taking pictures,,,,,Estonia,the author,J. & P. Parikas,,,,black and white photography,height,cm,"14,5",ETMM,_,5429.0,,,T,3.0,473:13:00,1.0,,1.0,,pin holes,good,,,photo
4043,3933417,ETMM _ 11673 M 94:1/44:14,"Kava, Lepnurm, Hugo- TRK - Simona Frenkel on Niguliste's organ",94.0,paper,,appearances,,13.11.1988,,ei,,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,44:14:00,1.0,,1.0,,,satisfactory,,,plan
4044,2934688,,,,,,gatherings,the city of New York,2002,,ei,United States of America,participant,"Mikiver, Mikk",,,,color photography,,,,ETMM,_,12709.0,373.0,,T,3.0,27:38:00,1.0,Mikk Mikiver's photo collection handed over by Carmen Mikiver ca 2010,1.0,,,good,,,photo
4045,2076106,AM N 5645:16,a.) View of the river; b.) House on the river bank; c.) Cucumber field.,5645.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1900,1910,,Estonia,,,,,,photography>black and white photography,width,cm,15,AM,,,,,N,16.0,,1.0,,0.0,,,good,,,photo negative
4046,2400676,ETMM _ 8293 T 429:98/Ar,"Book: Thomas Mann, Võlumägi I, ""Tapper"" Publishing House, Tartu 1939",429.0,paper,,fiction,,,,,,the author,"Mann, Thomas",,,,,volume of the book,lk,549,ETMM,_,8293.0,,,T,98.0,Ar,1.0,,1.0,,,satisfactory,,,book
4047,3394165,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,112.0,,1.0,Albums handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
4048,3942762,AM _ R- 2254,The fight against taverns in Russian times,2254.0,paper,,culture,,,,,,the author,"Ibrus, O.",,,,printing,height,cm,"17,5",AM,_,,,,R-,,,1.0,,1.0,,"worn, yellowed, dirty",satisfactory,,"The book is paperback, with cardboard covers. Issued in Tartu by the Estonian Temperance Union in 1936. 39 pages. Printed in Tartu. ""Quick Print""",book
4049,2587148,,,,,,,,,,,,,,,,,,,,,ETMM,_,,,,M,1.0,14,1.0,,1.0,,,good,,,document
4050,2990500,,,,,,financial operations/accounting,,1935,,ei,,liaison organization,Ugala Teater,,,,,document volume,leht,55,ETMM,_,9387.0,,,T,3.0,65,1.0,,1.0,,,satisfactory,,,document
4051,4311016,,,,,,,,,,,,,,,,,,document volume,leht,1,ETMM,_,7315.0,,,T,1.0,17:42,1.0,,1.0,,,good,,,document
4052,2080523,AM N 40824:1,"Tallinn, Kesklinn, V. Kingissepa (Liivalaia) street",40824.0,movie,,taking pictures,,1973,,,"Tallinn, Estonia",the author,"Vilde, Ivar",,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,1.0,,1.0,,1.0,,,good,,Received from Ivar Vilde's negative collection.,photo negative
4053,3029041,,,,,,theater performances,,20.06.1986,21.06.1986,ei,"Tartu, Estonia",liaison organization,Teater Vanemuine,,,,,height,cm,84,ETMM,_,11165.0,,,Af,141.0,T,1.0,,1.0,,,good,,,poster
4054,3275479,ETMM _ 8201 M 13:1/397:12,"Invitation to Aino Tamme, Agatha Lüdig, benefit evening",13.0,paper,,concerts,,17.3.,,ei,"Tallinn, Estonia",addressee,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,397:12:00,1.0,,1.0,,,good,,,invitation
4055,3058775,,,,,,operas,,1977,,ei,"Tallinn, Estonia",liaison organization,Teater Estonia,,,,,height,cm,57,ETMM,_,9359.0,,,Af,17.0,T,1.0,,1.0,,,good,,,poster
4056,3757845,ETMM _ T 402:285/Ar,Pilot,402.0,paper,,manuscript preparation,,1909,,ei,Estonia,publisher,Vanemuise näitelava,,,,handwriting,volume of writing,autoripoogen,38,ETMM,_,,,,T,285.0,Ar,1.0,,1.0,,,satisfactory,,Vanemuine theater in Tartu,manuscript
4057,3636388,ETMM _ 10369 T 36:2/10:2,"Set design for Act I from the play Traviata; G. Verdi, Endla 1926",36.0,paper,,theater performances,the city of Pärnu,1926,,ei,Estonia,liaison organization,Teater Endla,,,,gouache,height,cm,26,ETMM,_,10369.0,,,T,2.0,10:02,1.0,,1.0,,,good,,,design/drawing/sketch
4058,3335767,ETMM _ 11457 M 159:1/594:27,"Kava, Karl Leichter, N. Golubovskaja piano",159.0,paper,,culture,,11.12.1946,,ei,,contact person,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,594:27:00,1.0,,1.0,,,satisfactory,,,plan
4059,4094184,ETMM _ 12150 M 20:1/23:19,"Plan, Development, Kuno- Concert in Michael's Church",20.0,paper,,making music and singing,,21.05.1999,,ei,,conductor,"Areng, Kuno",,,,,,,,ETMM,_,12150.0,,,M,1.0,23:19,1.0,,1.0,,,satisfactory,,,plan
4060,4164380,,,,,,,,,,,,,,,,,,,,,ETMM,_,8182.0,,,T,3.0,01:06,1.0,,1.0,,,satisfactory,,,photo
4061,3816833,ETMM _ 11196 M 22:1/144.1,"Postcard, Aavik, Juhan, from colleagues to J. Aavik",22.0,paper,,correspondence,,,,,,contact person,"Aavik, Juhan",,,,,,,,ETMM,_,11196.0,,,M,1.0,144.1,1.0,,1.0,,,good,,,postcard
4062,232146,ETMM _ 12128:30 T 187:1122/Ar,Montjoye der Mann von Eisen,187.0,paper,,playwriting,,,,,,the author,"Feuillet, Octave",,,,printing,volume of the book,lk,92,ETMM,_,12128.0,30.0,,T,1122.0,Ar,1.0,,1.0,Leipzig,,satisfactory,multicolored,ENSV State Public Library,book
4063,3615172,ETMM _ 5475 T 448:2/1:3,"costume design, Dance Costume Puppet. Dance The moon and the girl. Youth Theater 1946. A. Visnapuu",448.0,paper,,theater performances,the city of Tallinn,1946,,ei,Estonia,liaison organization,Noorsooteater,,,,watercolor,height,cm,36,ETMM,_,5475.0,,,T,2.0,01:03,1.0,,1.0,,,good,,,design/drawing/sketch
4064,3429990,ETMM _ 5812 M 7:1/73:9,Letter from the Union of Composers,7.0,paper,,correspondence,,31.12.1955,,ei,Estonia,addressee,"Simm, Juhan",,,,printing,document volume,leht,1,ETMM,_,5812.0,,,M,1.0,73:09:00,1.0,,1.0,,,satisfactory,,,a letter
4065,2224259,,,,,,taking pictures,,,,,,imagined,"Bauman, Ruts",,,,,,,,ETMM,_,5846.0,,,T,2.0,03:25,1.0,,1.0,,,satisfactory,,,photo
4066,3512495,,,,,,preparation,,,,,,the author,"Püüman, Kustav-Agu",,,,,,,,ETMM,_,12875.0,376.0,,T,2.0,57:65,1.0,"T412 Kustav-Agu Püyman's theater designs, archive materials, photos",1.0,T412:2/57:65,,good,,,design/drawing/sketch
4067,2333989,AM _ 32276 A 740:1,"Clay vessel, vol",740.0,clay,,,,,,,,,,,,,,,,,AM,_,32276.0,,,A,1.0,,1.0,During the repair Pikk tn. 51 from the basement on top of the sand layer in 1995.,,,,good,,,archaeological find
4068,199492,ETMM _ 7903 M 211:2/35:1,"""Lorca y la muerte"" (""Lorca and Death"") for soprano with piano accompaniment. Ballad cycle",211.0,paper,,composing,,1963,,ei,,author of the text,"Lorca, Frederico Garcia",,,,handwriting,,,,ETMM,_,7903.0,,,M,2.0,35:01:00,1.0,,1.0,,,satisfactory,dark grey,Lorca y la muerte,manuscript
4069,3564973,ETMM _ 5692 T 25:2/19:2,Set design for the play Mahtra's War; E. Vilde. Pärnu Theater 1952,25.0,paper,,preparation,,1952,,ei,,the author,"Sõõro, Edgar",,,,watercolor,height,cm,22,ETMM,_,5692.0,,,T,2.0,19:02,1.0,,1.0,,,good,,A nail,design/drawing/sketch
4070,2732298,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,2.0,,1.0,,1.0,,,good,,,photo
4071,3278762,ETMM _ 4868 Fk 4926/kl,"Alice Verno-Chernova and Leontine Tammekand, variety dancers, 1933",4926.0,photo emulsion,,variety show,,1928,1933,ei,,a dancer,"Tammekand, Leontine",,,,black and white photography,image height,cm,10,ETMM,_,4868.0,,,Fk,,kl,1.0,"TA History Museum, Act 54, 10.11.1948",1.0,,,satisfactory,,,photographic material
4072,3832801,ETMM _ 5827 Fk 6839/k,"For those who are at sea, Teater Estonia in the former Gloria cinema, 1946, cast: Maksimov - Rudolf Nuude, Haritonov - Ants Lauter, Borovski - Felix Moor",6839.0,movie,,theater,,1946,,ei,"Tallinn, Estonia",liaison organization,Rahvusooper Estonia,,,,black and white photography,negative format,24 x 36 mm,1,ETMM,_,5827.0,,,Fk,,k,1.0,,1.0,,,satisfactory,,,photo negative
4073,3684809,AM _ 28277 TE 1995,A tablecloth,1995.0,linen,,personal and family life,,1929,1939,ei,,,,,,,crocheting,width,cm,133,AM,_,28277.0,,,TE,,,1.0,,1.0,,,good,,"Tablecloth, white linen fabric, square, decorated with white cotton yarn crocheted lace",sheet/linen
4074,2538806,AM Fm 316:264,"Shooting of the movie ""Dangerous Games"".",316.0,photographic material>film,,taking pictures,,25.05.1973,18.04.1974,ei,Estonia,the author,"Reimann, Villu",,,,photography>black and white photography,negative format,60 x 60 mm,1,AM,,,,,Fm,264.0,,1.0,"Addendum to Act No. 2013:7395 (15.08.2013). Partially preserved collection of negatives from Tallinnfilm's photo archive - coverage of two films: ""Indrek"", ""Dangerous Games"".",,,,good,,,photo negative
4075,3435812,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,98.0,,1.0,Items/albums handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
4076,2331104,AM _ 29553 A 580:3712,Pieces of jewelry,580.0,bronze,,,,,,,,,,,,,,,,,AM,_,29553.0,,,A,3712.0,,1.0,Obtained during excavations led by Mati Mandel in 1983-1990. (II mine),,,,good,,,archaeological find
4077,2246272,,,,,,theater performances,,1947,1955,ei,,composer,"Bizet, Georges",,,,watercolor,,,,ETMM,_,8802.0,,,T,2.0,88:35:00,1.0,,1.0,,,good,,31 x 20.2 cm,design/drawing/sketch
4078,2803833,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,26.0,,1.0,,1.0,,,good,,,photo negative
4079,2739488,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
